line_idx,template_id,raw,normalized_raw,template_text
5476,13,"2025-10-18T15:56:39.642117Z INFO prod.gateway/gateway-007 [us-west-2 node-035] rid=- uid=- tid=- - GC cycle completed pause=232ms freed=784MB","INFO prod.gateway/gateway-007 [us-west-2 node-035] rid=- uid=- tid=- - GC cycle completed pause=232ms freed=784MB","INFO <*> [us-west-2 <*> rid=- uid=- tid=- - <*> <*> <*> <*> <*>"
5477,15,"{""ts"":""2025-10-18T18:30:02.916776Z"",""level"":""ERROR"",""service"":""payment-svc"",""namespace"":""dev"",""pod"":""payment-svc-003"",""region"":""us-east-1"",""host"":""node-038"",""request_id"":null,""user_id"":null,""trace_id"":""72bfd8b3-b22a-48f8-b6ea-344a1e556178"",""message"":""GC cycle completed pause=389ms freed=1107MB""}","{""ts"":""2025-10-18T18:<PORT>:<PORT>.916776Z"",""level"":""ERROR"",""service"":""payment-svc"",""namespace"":""dev"",""pod"":""payment-svc-003"",""region"":""us-east-1"",""host"":""node-038"",""request_id"":null,""user_id"":null,""trace_id"":""<UUID>"",""message"":""GC cycle completed pause=389ms freed=1107MB""}","<*> cycle completed <*> <*>"
5478,691,"2025-10-18T17:48:41.133414Z DEBUG staging.payment-svc/payment-svc-001 [us-east-1 node-015] rid=d56acb66-017c-4a8c-a349-9ec17f17a9e9 uid=- tid=605ea1e1-8b76-40b6-b431-4eba01a67853 - Received request PATCH /api/orders status=503 latency=550ms bytes=2687217","DEBUG staging.payment-svc/payment-svc-001 [us-east-1 node-015] rid=<UUID> uid=- tid=<UUID> - Received request PATCH /api/orders status=503 latency=550ms bytes=2687217","DEBUG staging.payment-svc/payment-svc-001 [us-east-1 node-015] rid=<UUID> uid=- tid=<UUID> - Received request PATCH /api/orders status=503 latency=550ms bytes=2687217"
5479,68,"2025-10-18T21:48:28.922777Z INFO prod.auth-svc/auth-svc-008 [us-west-2 node-039] rid=be17d247-5a18-40b5-b9e4-954b0d77393c uid=- tid=6aeba7d3-ddec-4582-b039-f9c62ab7a486 - Order state transition orderId=ccb97e8a-b588-43d1-a52c-172bcc8cc4dc from=CREATED to=DELIVERED","INFO prod.auth-svc/auth-svc-008 [us-west-2 node-039] rid=<UUID> uid=- tid=<UUID> - Order state transition orderId=<UUID> from=CREATED to=DELIVERED","INFO <*> <*> <*> <*> <*> <*> - Order state transition orderId=<UUID> <*> <*>"
5480,66,"2025-10-18T22:26:07.803172Z INFO staging.gateway/gateway-006 [eu-central-1 node-035] rid=- uid=user-6648 tid=- - Completed job id=183d7b87-37a3-4011-9596-e1a740d3218d result=SUCCESS duration=1475ms","INFO staging.gateway/gateway-006 [eu-central-1 node-035] rid=- uid=user-6648 tid=- - Completed job id=<UUID> result=SUCCESS duration=1475ms","INFO <*> <*> <*> <*> <*> tid=- - Completed job id=<UUID> <*> <*>"
5481,5,"{""ts"":""2025-10-18T23:58:24.664086Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-008"",""region"":""us-west-2"",""host"":""node-038"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Kafka poll batchSize=19 lag=45141 topic=orders""}","{""ts"":""2025-10-18T23:<PORT>:<PORT>.664086Z"",""level"":""INFO"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-008"",""region"":""us-west-2"",""host"":""node-038"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Kafka poll batchSize=19 lag=45141 topic=orders""}","<*> poll <*> <*> topic=orders""}"
5482,198,"2025-10-18T20:20:12.850411Z TRACE prod.inventory-svc/inventory-svc-007 [us-west-2 node-013] rid=- uid=- tid=- - GC cycle completed pause=173ms freed=1414MB","TRACE prod.inventory-svc/inventory-svc-007 [us-west-2 node-013] rid=- uid=- tid=- - GC cycle completed pause=173ms freed=1414MB","TRACE <*> [us-west-2 <*> rid=- uid=- tid=- - <*> <*> <*> <*> <*>"
5483,3,"2025-10-18T05:02:00.370475Z DEBUG prod.kafka-consumer/kafka-consumer-003 [us-east-1 node-010] rid=9942e5ec-a5b5-4702-a8d3-2e408cf2596a uid=user-2672 tid=- - Order state transition orderId=95d72532-e172-4188-bcfd-ced6637781bd from=PACKING to=SHIPPED","DEBUG prod.kafka-consumer/kafka-consumer-003 [us-east-1 node-010] rid=<UUID> uid=user-2672 tid=- - Order state transition orderId=<UUID> from=PACKING to=SHIPPED","DEBUG <*> <*> <*> <*> <*> <*> - Order state transition orderId=<UUID> <*> <*>"
5484,366,"2025-10-18T21:52:28.728565Z DEBUG dev.payment-svc/payment-svc-005 [us-west-2 node-026] rid=fa38822a-dae5-47f9-94e7-dda19b7d5dcd uid=- tid=- - GC cycle completed pause=312ms freed=1192MB","DEBUG dev.payment-svc/payment-svc-005 [us-west-2 node-026] rid=<UUID> uid=- tid=- - GC cycle completed pause=312ms freed=1192MB","DEBUG <*> <*> <*> rid=<UUID> <*> tid=- - GC cycle completed <*> <*>"
5485,440,"2025-10-18T09:31:52.202599Z FATAL prod.payment-svc/payment-svc-003 [us-east-1 node-014] rid=- uid=user-6412 tid=- - Payment processed orderId=0afb7636-e64f-4686-a9fb-2a9e8c1b6378 amount=781.54 currency=INR gateway=adyen authCode=9b605fa8-ac9","FATAL prod.payment-svc/payment-svc-003 [us-east-1 node-014] rid=- uid=user-6412 tid=- - Payment processed orderId=<UUID> amount=781.54 currency=INR gateway=adyen authCode=9b605fa8-ac9","FATAL <*> <*> <*> rid=- <*> <*> - Payment processed orderId=<UUID> <*> <*> <*> <*>"
5486,133,"2025-10-18T01:16:37.688550Z DEBUG dev.gateway/gateway-007 [us-west-2 node-006] rid=- uid=- tid=f100a3bf-8366-4ac2-aaa0-81033209ced8 - Out of memory risk: rss=3646MB heap=1898MB limit=2377MB","DEBUG dev.gateway/gateway-007 [us-west-2 node-006] rid=- uid=- tid=<UUID> - Out of memory risk: rss=3646MB heap=1898MB limit=2377MB","DEBUG <*> <*> <*> <*> <*> <*> - Out of memory risk: <*> <*> <*>"
5487,510,"2025-10-18T15:52:40.667229Z FATAL staging.auth-svc/auth-svc-002 [us-east-1 node-041] rid=- uid=- tid=a6b617ca-ddfd-4b15-bd14-9aef82608e32 - CPU usage high: container_cpu=0.66 cores node_load=14.98","FATAL staging.auth-svc/auth-svc-002 [us-east-1 node-041] rid=- uid=- tid=<UUID> - CPU usage high: container_cpu=0.66 cores node_load=14.98","FATAL <*> <*> <*> <*> uid=- <*> - CPU usage high: <*> cores <*>"
5488,150,"2025-10-18T11:25:23.160953Z FATAL prod.order-svc/order-svc-006 [us-west-2 node-042] rid=- uid=user-3315 tid=553329c4-7503-47e5-b21b-73dd7720b8c8 - Out of memory risk: rss=8189MB heap=3746MB limit=11559MB","FATAL prod.order-svc/order-svc-006 [us-west-2 node-042] rid=- uid=user-3315 tid=<UUID> - Out of memory risk: rss=8189MB heap=3746MB limit=11559MB","FATAL <*> <*> <*> <*> <*> <*> - Out of memory risk: <*> <*> <*>"
5489,74,"{""ts"":""2025-10-18T10:20:24.135545Z"",""level"":""FATAL"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-002"",""region"":""us-west-2"",""host"":""node-002"",""request_id"":""fd5f75e0-b5b0-4c9f-b0f3-e292b17559ab"",""user_id"":null,""trace_id"":""f2a562ab-0413-4fb2-97ea-6e61f3986f31"",""message"":""Loki ingested lines=45246 stream=application bytes=23780""}","{""ts"":""2025-10-18T10:<PORT>:<PORT>.135545Z"",""level"":""FATAL"",""service"":""order-svc"",""namespace"":""prod"",""pod"":""order-svc-002"",""region"":""us-west-2"",""host"":""node-002"",""request_id"":""<UUID>"",""user_id"":null,""trace_id"":""<UUID>"",""message"":""Loki ingested lines=45246 stream=application bytes=23780""}","<*> ingested <*> stream=application <*>"
5490,92,"2025-10-18T07:35:52.934743Z INFO staging.kafka-consumer/kafka-consumer-008 [us-east-1 node-024] rid=- uid=user-5459 tid=- - Heartbeat ok uptime=45691s connections=2217","INFO staging.kafka-consumer/kafka-consumer-008 [us-east-1 node-024] rid=- uid=user-5459 tid=- - Heartbeat ok uptime=45691s connections=2217","INFO <*> <*> <*> rid=- <*> <*> - Heartbeat ok <*> <*>"
5491,509,"ts=2025-10-18T03:04:58.777624Z level=WARN ns=prod svc=gateway pod=gateway-001 region=eu-central-1 host=node-013 rid=24ba25d5-36b2-4361-9af5-b789a52db1f2 uid=user-4889 tid=- msg=Kafka_poll_batchSize=1396_lag=68469_topic=inventory_updates","ts=2025-10-18T03:<PORT>:<PORT>.777624Z level=WARN ns=prod svc=gateway pod=gateway-001 region=eu-central-1 host=node-013 rid=<UUID> uid=user-4889 tid=- msg=Kafka_poll_batchSize=1396_lag=68469_topic=inventory_updates","<*> level=WARN ns=prod <*> <*> region=eu-central-1 <*> rid=<UUID> <*> tid=- <*>"
5492,217,"ts=2025-10-18T05:22:12.833856Z level=WARN ns=staging svc=payment-svc pod=payment-svc-004 region=us-east-1 host=node-042 rid=- uid=- tid=- msg=Payment_processed_orderId=e7afd537-af5f-4a52-a3df-a4a5805a5586_amount=251.23_currency=GBP_gateway=paypal_authCode=6727c96f-2ce","ts=2025-10-18T05:<PORT>:<PORT>.833856Z level=WARN ns=staging svc=payment-svc pod=payment-svc-004 region=us-east-1 host=node-042 rid=- uid=- tid=- msg=Payment_processed_orderId=e7afd537-af5f-4a52-a3df-a4a5805a5586_amount=251.23_currency=GBP_gateway=paypal_authCode=6727c96f-2ce","<*> level=WARN ns=staging <*> <*> region=us-east-1 <*> rid=- <*> tid=- <*>"
5493,7,"{""ts"":""2025-10-18T00:10:46.956003Z"",""level"":""ERROR"",""service"":""auth-svc"",""namespace"":""prod"",""pod"":""auth-svc-007"",""region"":""eu-central-1"",""host"":""node-024"",""request_id"":""b4ec81a0-8edc-407f-bcf9-c28deb65b757"",""user_id"":""user-9896"",""trace_id"":null,""message"":""Completed job id=183f7024-0806-4069-ae76-d9527490cfbb result=FAILED duration=15197ms""}","{""ts"":""2025-10-18T00:<PORT>:<PORT>.956003Z"",""level"":""ERROR"",""service"":""auth-svc"",""namespace"":""prod"",""pod"":""auth-svc-007"",""region"":""eu-central-1"",""host"":""node-024"",""request_id"":""<UUID>"",""user_id"":""user-9896"",""trace_id"":null,""message"":""Completed job id=<UUID> result=FAILED duration=15197ms""}","<*> job id=<UUID> <*> <*>"
5494,46,"{""ts"":""2025-10-18T19:32:23.852333Z"",""level"":""INFO"",""service"":""loki-ingestor"",""namespace"":""staging"",""pod"":""loki-ingestor-007"",""region"":""us-east-1"",""host"":""node-003"",""request_id"":null,""user_id"":""user-1466"",""trace_id"":null,""message"":""User user-8468 authenticated via oidc ip=59.77.174.171""}","{""ts"":""2025-10-18T19:<PORT>:<PORT>.852333Z"",""level"":""INFO"",""service"":""loki-ingestor"",""namespace"":""staging"",""pod"":""loki-ingestor-007"",""region"":""us-east-1"",""host"":""node-003"",""request_id"":null,""user_id"":""user-1466"",""trace_id"":null,""message"":""User user-8468 authenticated via oidc ip=<IP>""}","<*> <*> authenticated via <*> ip=<IP>""}"
5495,100,"2025-10-18T13:38:54.468124Z INFO prod.auth-svc/auth-svc-003 [us-east-1 node-031] rid=e9be0157-f848-4113-aa0b-f752622fa490 uid=user-5586 tid=- - Retrying read_kafka attempt=5 backoff=3573ms reason=rate_limited","INFO prod.auth-svc/auth-svc-003 [us-east-1 node-031] rid=<UUID> uid=user-5586 tid=- - Retrying read_kafka attempt=5 backoff=3573ms reason=rate_limited","INFO <*> [us-east-1 <*> <*> <*> <*> - Retrying read_kafka attempt=5 <*> <*>"
5496,77,"2025-10-18T06:08:46.779758Z INFO staging.order-svc/order-svc-006 [us-west-2 node-025] rid=- uid=- tid=86c2dd66-7230-419d-9a0f-2c916acc9e29 - Drained 66307 messages from queue=q-orders","INFO staging.order-svc/order-svc-006 [us-west-2 node-025] rid=- uid=- tid=<UUID> - Drained 66307 messages from queue=q-orders","INFO <*> <*> <*> rid=- <*> <*> - Drained <*> messages from <*>"
5497,200,"2025-10-18T16:03:03.534991Z ERROR prod.kafka-consumer/kafka-consumer-001 [eu-central-1 node-047] rid=ceeaff17-dc34-4192-b6a6-f54b75b35e41 uid=- tid=- - Kafka poll batchSize=1108 lag=52311 topic=orders","ERROR prod.kafka-consumer/kafka-consumer-001 [eu-central-1 node-047] rid=<UUID> uid=- tid=- - Kafka poll batchSize=1108 lag=52311 topic=orders","ERROR <*> <*> <*> <*> uid=- tid=- - Kafka poll <*> <*> <*>"
5498,660,"2025-10-18T17:11:07.286769Z DEBUG prod.payment-svc/payment-svc-006 [us-east-1 node-037] rid=d45a6de9-c202-4db2-984b-8142f026520d uid=- tid=fe1f5667-aab6-4af5-aa7e-07f6dd782d54 - Loki ingested lines=32125 stream=application bytes=9586956","DEBUG prod.payment-svc/payment-svc-006 [us-east-1 node-037] rid=<UUID> uid=- tid=<UUID> - Loki ingested lines=32125 stream=application bytes=9586956","DEBUG <*> <*> <*> rid=<UUID> <*> <*> - Loki ingested <*> stream=application <*>"
5499,15,"{""ts"":""2025-10-18T02:08:45.313494Z"",""level"":""DEBUG"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-007"",""region"":""us-east-1"",""host"":""node-042"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""GC cycle completed pause=188ms freed=851MB""}","{""ts"":""2025-10-18T02:<PORT>:<PORT>.313494Z"",""level"":""DEBUG"",""service"":""kafka-consumer"",""namespace"":""prod"",""pod"":""kafka-consumer-007"",""region"":""us-east-1"",""host"":""node-042"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""GC cycle completed pause=188ms freed=851MB""}","<*> cycle completed <*> <*>"
5500,434,"ts=2025-10-18T17:09:00.157233Z level=WARN ns=prod svc=kafka-consumer pod=kafka-consumer-007 region=us-west-2 host=node-041 rid=- uid=user-405 tid=- msg=Failed_to_connect_downstream=orders-api_code=104_timeout=9450ms","ts=2025-10-18T17:<PORT>:<PORT>.157233Z level=WARN ns=prod svc=kafka-consumer pod=kafka-consumer-007 region=us-west-2 host=node-041 rid=- uid=user-405 tid=- msg=Failed_to_connect_downstream=orders-api_code=104_timeout=9450ms","<*> <*> ns=prod svc=kafka-consumer <*> region=us-west-2 <*> rid=- <*> tid=- <*>"
5501,692,"ts=2025-10-18T01:53:03.570259Z level=ERROR ns=prod svc=metrics-collector pod=metrics-collector-002 region=eu-central-1 host=node-016 rid=- uid=- tid=e06d790e-1802-46e1-98d7-75743f20bd4e msg=Failed_to_connect_downstream=redis_code=503_timeout=1213ms","ts=2025-10-18T01:<PORT>:<PORT>.570259Z level=ERROR ns=prod svc=metrics-collector pod=metrics-collector-002 region=eu-central-1 host=node-016 rid=- uid=- tid=<UUID> msg=Failed_to_connect_downstream=redis_code=503_timeout=1213ms","ts=2025-10-18T01:<PORT>:<PORT>.570259Z level=ERROR ns=prod svc=metrics-collector pod=metrics-collector-002 region=eu-central-1 host=node-016 rid=- uid=- tid=<UUID> msg=Failed_to_connect_downstream=redis_code=503_timeout=1213ms"
5502,693,"{""ts"":""2025-10-18T10:48:48.985088Z"",""level"":""INFO"",""service"":""kafka-consumer"",""namespace"":""staging"",""pod"":""kafka-consumer-003"",""region"":""eu-central-1"",""host"":""node-029"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Heartbeat ok uptime=7595s connections=7169""}","{""ts"":""2025-10-18T10:<PORT>:<PORT>.985088Z"",""level"":""INFO"",""service"":""kafka-consumer"",""namespace"":""staging"",""pod"":""kafka-consumer-003"",""region"":""eu-central-1"",""host"":""node-029"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Heartbeat ok uptime=7595s connections=7169""}","{""ts"":""2025-10-18T10:<PORT>:<PORT>.985088Z"",""level"":""INFO"",""service"":""kafka-consumer"",""namespace"":""staging"",""pod"":""kafka-consumer-003"",""region"":""eu-central-1"",""host"":""node-029"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Heartbeat ok uptime=7595s connections=7169""}"
5503,81,"2025-10-18T22:08:31.365025Z DEBUG prod.gateway/gateway-001 [eu-central-1 node-020] rid=47f7d02f-4209-4d2a-8a15-ec43f9150808 uid=- tid=- - Completed job id=ed19fbe6-cae9-439b-8629-1c5e26b12f56 result=SUCCESS duration=5636ms","DEBUG prod.gateway/gateway-001 [eu-central-1 node-020] rid=<UUID> uid=- tid=- - Completed job id=<UUID> result=SUCCESS duration=5636ms","DEBUG <*> [eu-central-1 <*> rid=<UUID> uid=- tid=- - <*> <*> <*> <*> <*>"
5504,429,"{""ts"":""2025-10-18T02:54:09.072339Z"",""level"":""WARN"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-007"",""region"":""eu-central-1"",""host"":""node-009"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Retrying publish_event attempt=4 backoff=1512ms reason=timeout""}","{""ts"":""2025-10-18T02:<PORT>:<PORT>.072339Z"",""level"":""WARN"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-007"",""region"":""eu-central-1"",""host"":""node-009"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Retrying publish_event attempt=4 backoff=1512ms reason=timeout""}","<*> publish_event attempt=4 <*> <*>"
5505,73,"{""ts"":""2025-10-18T07:56:28.156492Z"",""level"":""ERROR"",""service"":""metrics-collector"",""namespace"":""prod"",""pod"":""metrics-collector-004"",""region"":""eu-central-1"",""host"":""node-040"",""request_id"":null,""user_id"":""user-2935"",""trace_id"":null,""message"":""Out of memory risk: rss=5978MB heap=2190MB limit=5594MB""}","{""ts"":""2025-10-18T07:<PORT>:<PORT>.156492Z"",""level"":""ERROR"",""service"":""metrics-collector"",""namespace"":""prod"",""pod"":""metrics-collector-004"",""region"":""eu-central-1"",""host"":""node-040"",""request_id"":null,""user_id"":""user-2935"",""trace_id"":null,""message"":""Out of memory risk: rss=5978MB heap=2190MB limit=5594MB""}","<*> of memory risk: <*> <*> <*>"
5506,66,"2025-10-18T03:00:44.778889Z INFO staging.inventory-svc/inventory-svc-007 [us-east-1 node-036] rid=c10bff88-2f1b-4aba-a234-38780e7488e2 uid=- tid=- - Completed job id=f029353d-d385-4104-b11d-abd77276ce51 result=SUCCESS duration=17462ms","INFO staging.inventory-svc/inventory-svc-007 [us-east-1 node-036] rid=<UUID> uid=- tid=- - Completed job id=<UUID> result=SUCCESS duration=17462ms","INFO <*> <*> <*> <*> <*> tid=- - Completed job id=<UUID> <*> <*>"
5507,570,"{""ts"":""2025-10-18T18:26:34.177674Z"",""level"":""INFO"",""service"":""metrics-collector"",""namespace"":""prod"",""pod"":""metrics-collector-005"",""region"":""us-west-2"",""host"":""node-011"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Received request POST /metrics status=200 latency=1878ms bytes=2395844""}","{""ts"":""2025-10-18T18:<PORT>:<PORT>.177674Z"",""level"":""INFO"",""service"":""metrics-collector"",""namespace"":""prod"",""pod"":""metrics-collector-005"",""region"":""us-west-2"",""host"":""node-011"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""Received request POST /metrics status=200 latency=1878ms bytes=2395844""}","<*> request POST /metrics <*> <*> <*>"
5508,97,"ts=2025-10-18T10:22:51.157006Z level=DEBUG ns=staging svc=auth-svc pod=auth-svc-007 region=us-west-2 host=node-024 rid=- uid=- tid=- msg=Loki_ingested_lines=56910_stream=stdout_bytes=1728890","ts=2025-10-18T10:<PORT>:<PORT>.157006Z level=DEBUG ns=staging svc=auth-svc pod=auth-svc-007 region=us-west-2 host=node-024 rid=- uid=- tid=- msg=Loki_ingested_lines=56910_stream=stdout_bytes=1728890","<*> level=DEBUG ns=staging <*> <*> region=us-west-2 <*> rid=- <*> tid=- <*>"
5509,16,"2025-10-18T05:34:11.519946Z INFO staging.payment-svc/payment-svc-004 [eu-central-1 node-034] rid=- uid=user-985 tid=1f32a541-b105-4bb4-834f-803b358fac33 - Inventory reserved sku=SKU-00237 qty=199 orderId=3eb8748a-e350-4571-9294-6973bf14aa0f","INFO staging.payment-svc/payment-svc-004 [eu-central-1 node-034] rid=- uid=user-985 tid=<UUID> - Inventory reserved sku=SKU-00237 qty=199 orderId=<UUID>","INFO <*> <*> <*> <*> <*> tid=<UUID> - Inventory reserved <*> <*> orderId=<UUID>"
5510,694,"2025-10-18T16:22:23.150117Z WARN prod.payment-svc/payment-svc-005 [eu-central-1 node-018] rid=- uid=user-1123 tid=- - Retrying db_query attempt=2 backoff=250ms reason=unavailable","WARN prod.payment-svc/payment-svc-005 [eu-central-1 node-018] rid=- uid=user-1123 tid=- - Retrying db_query attempt=2 backoff=250ms reason=unavailable","WARN prod.payment-svc/payment-svc-005 [eu-central-1 node-018] rid=- uid=user-1123 tid=- - Retrying db_query attempt=2 backoff=250ms reason=unavailable"
5511,98,"{""ts"":""2025-10-18T22:26:07.695089Z"",""level"":""WARN"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-002"",""region"":""eu-central-1"",""host"":""node-042"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""CPU usage high: container_cpu=2.78 cores node_load=5.56""}","{""ts"":""2025-10-18T22:<PORT>:<PORT>.695089Z"",""level"":""WARN"",""service"":""inventory-svc"",""namespace"":""prod"",""pod"":""inventory-svc-002"",""region"":""eu-central-1"",""host"":""node-042"",""request_id"":null,""user_id"":null,""trace_id"":null,""message"":""CPU usage high: container_cpu=2.78 cores node_load=5.56""}","<*> usage high: <*> cores <*>"
